FIPS Code,State,Area name,Attribute,Value,Year
17000,IL,Illinois,Percent of adults completing some college (1-3 years),15.2,1980
17000,IL,Illinois,Percent of adults completing four years of college or higher,16.2,1980
17000,IL,Illinois,Less than high school graduate,1735789,1990
17000,IL,Illinois,High school graduate (or equivalency),2187342,1990
17000,IL,Illinois,Some college or associate degree,1835803,1990
17000,IL,Illinois,Bachelor's degree or higher,1534996,1990
17000,IL,Illinois,Percent of adults who are not high school graduates,23.8,1990
17000,IL,Illinois,Percent of adults who are high school graduates (or equivalent),30,1990
17000,IL,Illinois,Percent of adults completing some college or associate degree,25.2,1990
17000,IL,Illinois,Percent of adults with a bachelor's degree or higher,21,1990
17000,IL,Illinois,Less than high school graduate,1480443,2000
17000,IL,Illinois,High school graduate (or equivalency),2212291,2000
17000,IL,Illinois,Some college or associate degree,2202888,2000
17000,IL,Illinois,Bachelor's degree or higher,2078049,2000
17000,IL,Illinois,Percent of adults who are not high school graduates,18.6,2000
17000,IL,Illinois,Percent of adults who are high school graduates (or equivalent),27.7,2000
17000,IL,Illinois,Percent of adults completing some college or associate degree,27.6,2000
17000,IL,Illinois,Percent of adults with a bachelor's degree or higher,26.1,2000
17000,IL,Illinois,Less than high school graduate,1102449,2010
17000,IL,Illinois,High school graduate (or equivalency),2301245,2010
17000,IL,Illinois,Some college or associate degree,2426909,2010
17000,IL,Illinois,Bachelor's degree or higher,2629344,2010
17000,IL,Illinois,Percent of adults who are not high school graduates,13.0313937,2010
17000,IL,Illinois,Percent of adults who are high school graduates (or equivalent),27.20164795,2010
17000,IL,Illinois,Percent of adults completing some college or associate degree,28.68704733,2010
17000,IL,Illinois,Percent of adults with a bachelor's degree or higher,31.07991102,2010
17000,IL,Illinois,Less than high school graduate,851323,2023
17000,IL,Illinois,High school graduate (or equivalency),2207546,2023
17000,IL,Illinois,Some college or associate degree,2430244,2023
17000,IL,Illinois,Bachelor's degree or higher,3249494,2023
17000,IL,Illinois,Percent of adults who are not high school graduates,9.742090473,2023
17000,IL,Illinois,Percent of adults who are high school graduates (or equivalent),25.2619897,2023
17000,IL,Illinois,Percent of adults completing some college or associate degree,27.81042791,2023
17000,IL,Illinois,Percent of adults with a bachelor's degree or higher,37.18549192,2023
18000,IN,Indiana,Less than a high school diploma,1292237,1970
18000,IN,Indiana,High school diploma only,991710,1970
18000,IN,Indiana,Some college (1-3 years),233791,1970
18000,IN,Indiana,Four years of college or higher,228676,1970
18000,IN,Indiana,Percent of adults with less than a high school diploma,47.1,1970
18000,IN,Indiana,Percent of adults with a high school diploma only,36.1,1970
18000,IN,Indiana,Percent of adults completing some college (1-3 years),8.5,1970
18000,IN,Indiana,Percent of adults completing four years of college or higher,8.3,1970
18000,IN,Indiana,Less than a high school diploma,1054286,1980
18000,IN,Indiana,High school diploma only,1309020,1980
18000,IN,Indiana,Some college (1-3 years),379876,1980
18000,IN,Indiana,Four years of college or higher,392590,1980
18000,IN,Indiana,Percent of adults with less than a high school diploma,33.6,1980
18000,IN,Indiana,Percent of adults with a high school diploma only,41.7,1980
18000,IN,Indiana,Percent of adults completing some college (1-3 years),12.1,1980
18000,IN,Indiana,Percent of adults completing four years of college or higher,12.5,1980
18000,IN,Indiana,Less than high school graduate,850014,1990
18000,IN,Indiana,High school graduate (or equivalency),1333093,1990
18000,IN,Indiana,Some college or associate degree,763422,1990
18000,IN,Indiana,Bachelor's degree or higher,542941,1990
18000,IN,Indiana,Percent of adults who are not high school graduates,24.4,1990
18000,IN,Indiana,Percent of adults who are high school graduates (or equivalent),38.2,1990
18000,IN,Indiana,Percent of adults completing some college or associate degree,21.9,1990
18000,IN,Indiana,Percent of adults with a bachelor's degree or higher,15.6,1990
18000,IN,Indiana,Less than high school graduate,695540,2000
18000,IN,Indiana,High school graduate (or equivalency),1447734,2000
18000,IN,Indiana,Some college or associate degree,994391,2000
18000,IN,Indiana,Bachelor's degree or higher,755613,2000
18000,IN,Indiana,Percent of adults who are not high school graduates,17.9,2000
18000,IN,Indiana,Percent of adults who are high school graduates (or equivalent),37.2,2000
18000,IN,Indiana,Percent of adults completing some college or associate degree,25.5,2000
18000,IN,Indiana,Percent of adults with a bachelor's degree or higher,19.4,2000
18000,IN,Indiana,Less than high school graduate,549930,2010
18000,IN,Indiana,High school graduate (or equivalency),1498095,2010
18000,IN,Indiana,Some college or associate degree,1209106,2010
18000,IN,Indiana,Bachelor's degree or higher,972007,2010
18000,IN,Indiana,Percent of adults who are not high school graduates,13.00335908,2010
18000,IN,Indiana,Percent of adults who are high school graduates (or equivalent),35.42317607,2010
18000,IN,Indiana,Percent of adults completing some college or associate degree,28.58989231,2010
18000,IN,Indiana,Percent of adults with a bachelor's degree or higher,22.98357254,2010
18000,IN,Indiana,Less than high school graduate,445651,2023
18000,IN,Indiana,High school graduate (or equivalency),1496214,2023
18000,IN,Indiana,Some college or associate degree,1304353,2023
18000,IN,Indiana,Bachelor's degree or higher,1313086,2023
18000,IN,Indiana,Percent of adults who are not high school graduates,9.774540149,2023
18000,IN,Indiana,Percent of adults who are high school graduates (or equivalent),32.81671939,2023
18000,IN,Indiana,Percent of adults completing some college or associate degree,28.60859903,2023
18000,IN,Indiana,Percent of adults with a bachelor's degree or higher,28.80014143,2023
19000,IA,Iowa,Less than a high school diploma,632366,1970
19000,IA,Iowa,High school diploma only,596649,1970
19000,IA,Iowa,Some college (1-3 years),171454,1970
19000,IA,Iowa,Four years of college or higher,140119,1970
19000,IA,Iowa,Percent of adults with less than a high school diploma,41,1970
19000,IA,Iowa,Percent of adults with a high school diploma only,38.7,1970
19000,IA,Iowa,Percent of adults completing some college (1-3 years),11.1,1970
19000,IA,Iowa,Percent of adults completing four years of college or higher,9.1,1970
19000,IA,Iowa,Less than a high school diploma,483956,1980
19000,IA,Iowa,High school diploma only,729369,1980
19000,IA,Iowa,Some college (1-3 years),249722,1980
19000,IA,Iowa,Four years of college or higher,237055,1980
19000,IA,Iowa,Percent of adults with less than a high school diploma,28.5,1980
19000,IA,Iowa,Percent of adults with a high school diploma only,42.9,1980
19000,IA,Iowa,Percent of adults completing some college (1-3 years),14.7,1980
19000,IA,Iowa,Percent of adults completing four years of college or higher,13.9,1980
19000,IA,Iowa,Less than high school graduate,353800,1990
19000,IA,Iowa,High school graduate (or equivalency),684368,1990
19000,IA,Iowa,Some college or associate degree,439238,1990
19000,IA,Iowa,Bachelor's degree or higher,299392,1990
19000,IA,Iowa,Percent of adults who are not high school graduates,19.9,1990
19000,IA,Iowa,Percent of adults who are high school graduates (or equivalent),38.5,1990
19000,IA,Iowa,Percent of adults completing some college or associate degree,24.7,1990
19000,IA,Iowa,Percent of adults with a bachelor's degree or higher,16.9,1990
19000,IA,Iowa,Less than high school graduate,263436,2000
19000,IA,Iowa,High school graduate (or equivalency),683942,2000
19000,IA,Iowa,Some college or associate degree,546388,2000
19000,IA,Iowa,Bachelor's degree or higher,402090,2000
19000,IA,Iowa,Percent of adults who are not high school graduates,13.9,2000
19000,IA,Iowa,Percent of adults who are high school graduates (or equivalent),36.1,2000
19000,IA,Iowa,Percent of adults completing some college or associate degree,28.8,2000
19000,IA,Iowa,Percent of adults with a bachelor's degree or higher,21.2,2000
19000,IA,Iowa,Less than high school graduate,187633,2010
19000,IA,Iowa,High school graduate (or equivalency),666739,2010
19000,IA,Iowa,Some college or associate degree,649313,2010
19000,IA,Iowa,Bachelor's degree or higher,509944,2010
19000,IA,Iowa,Percent of adults who are not high school graduates,9.318151457,2010
19000,IA,Iowa,Percent of adults who are high school graduates (or equivalent),33.11131296,2010
19000,IA,Iowa,Percent of adults completing some college or associate degree,32.24591024,2010
19000,IA,Iowa,Percent of adults with a bachelor's degree or higher,25.32462534,2010
19000,IA,Iowa,Less than high school graduate,145119,2023
19000,IA,Iowa,High school graduate (or equivalency),649969,2023
19000,IA,Iowa,Some college or associate degree,684769,2023
19000,IA,Iowa,Bachelor's degree or higher,660619,2023
19000,IA,Iowa,Percent of adults who are not high school graduates,6.779753662,2023
19000,IA,Iowa,Percent of adults who are high school graduates (or equivalent),30.36562895,2023
19000,IA,Iowa,Percent of adults completing some college or associate degree,31.99143555,2023
19000,IA,Iowa,Percent of adults with a bachelor's degree or higher,30.86318183,2023
20000,KS,Kansas,Less than a high school diploma,492098,1970
20000,KS,Kansas,High school diploma only,438583,1970
20000,KS,Kansas,Some college (1-3 years),155828,1970
20000,KS,Kansas,Four years of college or higher,139479,1970
20000,KS,Kansas,Percent of adults with less than a high school diploma,40.1,1970
20000,KS,Kansas,Percent of adults with a high school diploma only,35.8,1970
20000,KS,Kansas,Percent of adults completing some college (1-3 years),12.7,1970
20000,KS,Kansas,Percent of adults completing four years of college or higher,11.4,1970
20000,KS,Kansas,Less than a high school diploma,370235,1980
20000,KS,Kansas,High school diploma only,543823,1980
20000,KS,Kansas,Some college (1-3 years),237617,1980
20000,KS,Kansas,Four years of college or higher,236427,1980
20000,KS,Kansas,Percent of adults with less than a high school diploma,26.7,1980
20000,KS,Kansas,Percent of adults with a high school diploma only,39.2,1980
20000,KS,Kansas,Percent of adults completing some college (1-3 years),17.1,1980
20000,KS,Kansas,Percent of adults completing four years of college or higher,17,1980
20000,KS,Kansas,Less than high school graduate,293272,1990
20000,KS,Kansas,High school graduate (or equivalency),514177,1990
20000,KS,Kansas,Some college or associate degree,428110,1990
20000,KS,Kansas,Bachelor's degree or higher,330377,1990
20000,KS,Kansas,Percent of adults who are not high school graduates,18.7,1990
20000,KS,Kansas,Percent of adults who are high school graduates (or equivalent),32.8,1990
20000,KS,Kansas,Percent of adults completing some college or associate degree,27.3,1990
20000,KS,Kansas,Percent of adults with a bachelor's degree or higher,21.1,1990
20000,KS,Kansas,Less than high school graduate,237799,2000
20000,KS,Kansas,High school graduate (or equivalency),507612,2000
20000,KS,Kansas,Some college or associate degree,516818,2000
20000,KS,Kansas,Bachelor's degree or higher,438978,2000
20000,KS,Kansas,Percent of adults who are not high school graduates,14,2000
20000,KS,Kansas,Percent of adults who are high school graduates (or equivalent),29.8,2000
20000,KS,Kansas,Percent of adults completing some college or associate degree,30.4,2000
20000,KS,Kansas,Percent of adults with a bachelor's degree or higher,25.8,2000
20000,KS,Kansas,Less than high school graduate,188859,2010
20000,KS,Kansas,High school graduate (or equivalency),511212,2010
20000,KS,Kansas,Some college or associate degree,586634,2010
20000,KS,Kansas,Bachelor's degree or higher,551374,2010
20000,KS,Kansas,Percent of adults who are not high school graduates,10.2748032,2010
20000,KS,Kansas,Percent of adults who are high school graduates (or equivalent),27.81229751,2010
20000,KS,Kansas,Percent of adults completing some college or associate degree,31.91560319,2010
20000,KS,Kansas,Percent of adults with a bachelor's degree or higher,29.99729609,2010
20000,KS,Kansas,Less than high school graduate,156595,2023
20000,KS,Kansas,High school graduate (or equivalency),495115,2023
20000,KS,Kansas,Some college or associate degree,601919,2023
20000,KS,Kansas,Bachelor's degree or higher,679664,2023
20000,KS,Kansas,Percent of adults who are not high school graduates,8.09991036,2023
20000,KS,Kansas,Percent of adults who are high school graduates (or equivalent),25.60993083,2023
20000,KS,Kansas,Percent of adults completing some college or associate degree,31.13439091,2023
20000,KS,Kansas,Percent of adults with a bachelor's degree or higher,35.1557679,2023
21000,KY,Kentucky,Less than a high school diploma,1053196,1970
21000,KY,Kentucky,High school diploma only,412640,1970
21000,KY,Kentucky,Some college (1-3 years),123919,1970
21000,KY,Kentucky,Four years of college or higher,123543,1970
21000,KY,Kentucky,Percent of adults with less than a high school diploma,61.5,1970
21000,KY,Kentucky,Percent of adults with a high school diploma only,24.1,1970
21000,KY,Kentucky,Percent of adults completing some college (1-3 years),7.2,1970
21000,KY,Kentucky,Percent of adults completing four years of college or higher,7.2,1970
21000,KY,Kentucky,Less than a high school diploma,978135,1980
21000,KY,Kentucky,High school diploma only,653876,1980
21000,KY,Kentucky,Some college (1-3 years),223542,1980
21000,KY,Kentucky,Four years of college or higher,231139,1980
21000,KY,Kentucky,Percent of adults with less than a high school diploma,46.9,1980
21000,KY,Kentucky,Percent of adults with a high school diploma only,31.3,1980
21000,KY,Kentucky,Percent of adults completing some college (1-3 years),10.7,1980
21000,KY,Kentucky,Percent of adults completing four years of college or higher,11.1,1980
21000,KY,Kentucky,Less than high school graduate,825857,1990
21000,KY,Kentucky,High school graduate (or equivalency),741012,1990
21000,KY,Kentucky,Some college or associate degree,448837,1990
21000,KY,Kentucky,Bachelor's degree or higher,318127,1990
21000,KY,Kentucky,Percent of adults who are not high school graduates,35.4,1990
21000,KY,Kentucky,Percent of adults who are high school graduates (or equivalent),31.8,1990
21000,KY,Kentucky,Percent of adults completing some college or associate degree,19.2,1990
21000,KY,Kentucky,Percent of adults with a bachelor's degree or higher,13.6,1990
21000,KY,Kentucky,Less than high school graduate,685000,2000
21000,KY,Kentucky,High school graduate (or equivalency),888277,2000
21000,KY,Kentucky,Some college or associate degree,619651,2000
21000,KY,Kentucky,Bachelor's degree or higher,453469,2000
21000,KY,Kentucky,Percent of adults who are not high school graduates,25.9,2000
21000,KY,Kentucky,Percent of adults who are high school graduates (or equivalent),33.6,2000
21000,KY,Kentucky,Percent of adults completing some college or associate degree,23.4,2000
21000,KY,Kentucky,Percent of adults with a bachelor's degree or higher,17.1,2000
21000,KY,Kentucky,Less than high school graduate,510196,2010
21000,KY,Kentucky,High school graduate (or equivalency),988008,2010
21000,KY,Kentucky,Some college or associate degree,795165,2010
21000,KY,Kentucky,Bachelor's degree or higher,608927,2010
21000,KY,Kentucky,Percent of adults who are not high school graduates,17.57904776,2010
21000,KY,Kentucky,Percent of adults who are high school graduates (or equivalent),34.04228928,2010
21000,KY,Kentucky,Percent of adults completing some college or associate degree,27.39779127,2010
21000,KY,Kentucky,Percent of adults with a bachelor's degree or higher,20.9808717,2010
21000,KY,Kentucky,Less than high school graduate,352966,2023
21000,KY,Kentucky,High school graduate (or equivalency),1006715,2023
21000,KY,Kentucky,Some college or associate degree,887620,2023
21000,KY,Kentucky,Bachelor's degree or higher,830856,2023
21000,KY,Kentucky,Percent of adults who are not high school graduates,11.46679653,2023
21000,KY,Kentucky,Percent of adults who are high school graduates (or equivalent),32.70512193,2023
21000,KY,Kentucky,Percent of adults completing some college or associate degree,28.83608601,2023
21000,KY,Kentucky,Percent of adults with a bachelor's degree or higher,26.99199553,2023
22000,LA,Louisiana,Less than a high school diploma,1046551,1970
22000,LA,Louisiana,High school diploma only,446400,1970
22000,LA,Louisiana,Some college (1-3 years),153171,1970
22000,LA,Louisiana,Four years of college or higher,163792,1970
22000,LA,Louisiana,Percent of adults with less than a high school diploma,57.8,1970
22000,LA,Louisiana,Percent of adults with a high school diploma only,24.7,1970
22000,LA,Louisiana,Percent of adults completing some college (1-3 years),8.5,1970
22000,LA,Louisiana,Percent of adults completing four years of college or higher,9,1970
22000,LA,Louisiana,Less than a high school diploma,965657,1980
22000,LA,Louisiana,High school diploma only,705808,1980
22000,LA,Louisiana,Some college (1-3 years),292793,1980
22000,LA,Louisiana,Four years of college or higher,317223,1980
22000,LA,Louisiana,Percent of adults with less than a high school diploma,42.3,1980
22000,LA,Louisiana,Percent of adults with a high school diploma only,30.9,1980
22000,LA,Louisiana,Percent of adults completing some college (1-3 years),12.8,1980
22000,LA,Louisiana,Percent of adults completing four years of college or higher,13.9,1980
22000,LA,Louisiana,Less than high school graduate,803872,1990
22000,LA,Louisiana,High school graduate (or equivalency),803328,1990
22000,LA,Louisiana,Some college or associate degree,520671,1990
22000,LA,Louisiana,Bachelor's degree or higher,409123,1990
22000,LA,Louisiana,Percent of adults who are not high school graduates,31.7,1990
22000,LA,Louisiana,Percent of adults who are high school graduates (or equivalent),31.7,1990
22000,LA,Louisiana,Percent of adults completing some college or associate degree,20.5,1990
22000,LA,Louisiana,Percent of adults with a bachelor's degree or higher,16.1,1990
22000,LA,Louisiana,Less than high school graduate,699052,2000
22000,LA,Louisiana,High school graduate (or equivalency),899354,2000
22000,LA,Louisiana,Some college or associate degree,657284,2000
22000,LA,Louisiana,Bachelor's degree or higher,519778,2000
22000,LA,Louisiana,Percent of adults who are not high school graduates,25.2,2000
22000,LA,Louisiana,Percent of adults who are high school graduates (or equivalent),32.4,2000
22000,LA,Louisiana,Percent of adults completing some college or associate degree,23.7,2000
22000,LA,Louisiana,Percent of adults with a bachelor's degree or higher,18.7,2000
22000,LA,Louisiana,Less than high school graduate,523958,2010
22000,LA,Louisiana,High school graduate (or equivalency),1008396,2010
22000,LA,Louisiana,Some college or associate degree,778029,2010
22000,LA,Louisiana,Bachelor's degree or higher,629915,2010
22000,LA,Louisiana,Percent of adults who are not high school graduates,17.81989445,2010
22000,LA,Louisiana,Percent of adults who are high school graduates (or equivalent),34.29570744,2010
22000,LA,Louisiana,Percent of adults completing some college or associate degree,26.46088934,2010
22000,LA,Louisiana,Percent of adults with a bachelor's degree or higher,21.42350877,2010
22000,LA,Louisiana,Less than high school graduate,407400,2023
22000,LA,Louisiana,High school graduate (or equivalency),1012121,2023
22000,LA,Louisiana,Some college or associate degree,864939,2023
22000,LA,Louisiana,Bachelor's degree or higher,825794,2023
22000,LA,Louisiana,Percent of adults who are not high school graduates,13.09860867,2023
22000,LA,Louisiana,Percent of adults who are high school graduates (or equivalent),32.54142588,2023
22000,LA,Louisiana,Percent of adults completing some college or associate degree,27.80927217,2023
22000,LA,Louisiana,Percent of adults with a bachelor's degree or higher,26.55069329,2023
23000,ME,Maine,Less than a high school diploma,243532,1970
23000,ME,Maine,High school diploma only,188886,1970
23000,ME,Maine,Some college (1-3 years),60424,1970
23000,ME,Maine,Four years of college or higher,44981,1970
23000,ME,Maine,Percent of adults with less than a high school diploma,45.3,1970
23000,ME,Maine,Percent of adults with a high school diploma only,35.1,1970
23000,ME,Maine,Percent of adults completing some college (1-3 years),11.2,1970
23000,ME,Maine,Percent of adults completing four years of college or higher,8.4,1970
23000,ME,Maine,Less than a high school diploma,207366,1980
23000,ME,Maine,High school diploma only,259964,1980
23000,ME,Maine,Some college (1-3 years),99226,1980
23000,ME,Maine,Four years of college or higher,95284,1980
23000,ME,Maine,Percent of adults with less than a high school diploma,31.3,1980
23000,ME,Maine,Percent of adults with a high school diploma only,39.3,1980
23000,ME,Maine,Percent of adults completing some college (1-3 years),15,1980
23000,ME,Maine,Percent of adults completing four years of college or higher,14.4,1980
23000,ME,Maine,Less than high school graduate,168460,1990
23000,ME,Maine,High school graduate (or equivalency),295074,1990
23000,ME,Maine,Some college or associate degree,182727,1990
23000,ME,Maine,Bachelor's degree or higher,149352,1990
23000,ME,Maine,Percent of adults who are not high school graduates,21.2,1990
23000,ME,Maine,Percent of adults who are high school graduates (or equivalent),37.1,1990
23000,ME,Maine,Percent of adults completing some college or associate degree,23,1990
23000,ME,Maine,Percent of adults with a bachelor's degree or higher,18.8,1990
23000,ME,Maine,Less than high school graduate,127288,2000
23000,ME,Maine,High school graduate (or equivalency),314600,2000
23000,ME,Maine,Some college or associate degree,229045,2000
23000,ME,Maine,Bachelor's degree or higher,198960,2000
23000,ME,Maine,Percent of adults who are not high school graduates,14.6,2000
23000,ME,Maine,Percent of adults who are high school graduates (or equivalent),36.2,2000
23000,ME,Maine,Percent of adults completing some college or associate degree,26.3,2000
23000,ME,Maine,Percent of adults with a bachelor's degree or higher,22.9,2000
23000,ME,Maine,Less than high school graduate,88276,2010
23000,ME,Maine,High school graduate (or equivalency),321100,2010
23000,ME,Maine,Some college or associate degree,272783,2010
23000,ME,Maine,Bachelor's degree or higher,256465,2010
23000,ME,Maine,Percent of adults who are not high school graduates,9.404830901,2010
23000,ME,Maine,Percent of adults who are high school graduates (or equivalent),34.20965158,2010
23000,ME,Maine,Percent of adults completing some college or associate degree,29.06200992,2010
23000,ME,Maine,Percent of adults with a bachelor's degree or higher,27.3235076,2010
23000,ME,Maine,Less than high school graduate,56031,2023
23000,ME,Maine,High school graduate (or equivalency),310243,2023
23000,ME,Maine,Some college or associate degree,291033,2023
23000,ME,Maine,Bachelor's degree or higher,359323,2023
23000,ME,Maine,Percent of adults who are not high school graduates,5.511444675,2023
23000,ME,Maine,Percent of adults who are high school graduates (or equivalent),30.51680552,2023
23000,ME,Maine,Percent of adults completing some college or associate degree,28.62722918,2023
23000,ME,Maine,Percent of adults with a bachelor's degree or higher,35.34452062,2023
24000,MD,Maryland,Less than a high school diploma,992786,1970
24000,MD,Maryland,High school diploma only,593295,1970
24000,MD,Maryland,Some college (1-3 years),206230,1970
24000,MD,Maryland,Four years of college or higher,290238,1970
24000,MD,Maryland,Percent of adults with less than a high school diploma,47.7,1970
24000,MD,Maryland,Percent of adults with a high school diploma only,28.5,1970
24000,MD,Maryland,Percent of adults completing some college (1-3 years),9.9,1970
24000,MD,Maryland,Percent of adults completing four years of college or higher,13.9,1970
24000,MD,Maryland,Less than a high school diploma,813543,1980
24000,MD,Maryland,High school diploma only,812201,1980
24000,MD,Maryland,Some college (1-3 years),364656,1980
24000,MD,Maryland,Four years of college or higher,508696,1980
24000,MD,Maryland,Percent of adults with less than a high school diploma,32.6,1980
24000,MD,Maryland,Percent of adults with a high school diploma only,32.5,1980
24000,MD,Maryland,Percent of adults completing some college (1-3 years),14.6,1980
24000,MD,Maryland,Percent of adults completing four years of college or higher,20.4,1980
24000,MD,Maryland,Less than high school graduate,673932,1990
24000,MD,Maryland,High school graduate (or equivalency),878432,1990
24000,MD,Maryland,Some college or associate degree,744137,1990
24000,MD,Maryland,Bachelor's degree or higher,826164,1990
24000,MD,Maryland,Percent of adults who are not high school graduates,21.6,1990
24000,MD,Maryland,Percent of adults who are high school graduates (or equivalent),28.1,1990
24000,MD,Maryland,Percent of adults completing some college or associate degree,23.8,1990
24000,MD,Maryland,Percent of adults with a bachelor's degree or higher,26.5,1990
24000,MD,Maryland,Less than high school graduate,565086,2000
24000,MD,Maryland,High school graduate (or equivalency),933836,2000
24000,MD,Maryland,Some college or associate degree,897313,2000
24000,MD,Maryland,Bachelor's degree or higher,1099360,2000
24000,MD,Maryland,Percent of adults who are not high school graduates,16.2,2000
24000,MD,Maryland,Percent of adults who are high school graduates (or equivalent),26.7,2000
24000,MD,Maryland,Percent of adults completing some college or associate degree,25.7,2000
24000,MD,Maryland,Percent of adults with a bachelor's degree or higher,31.4,2000
24000,MD,Maryland,Less than high school graduate,445826,2010
24000,MD,Maryland,High school graduate (or equivalency),1008437,2010
24000,MD,Maryland,Some college or associate degree,1012698,2010
24000,MD,Maryland,Bachelor's degree or higher,1408321,2010
24000,MD,Maryland,Percent of adults who are not high school graduates,11.50434988,2010
24000,MD,Maryland,Percent of adults who are high school graduates (or equivalent),26.02228689,2010
24000,MD,Maryland,Percent of adults completing some college or associate degree,26.13224018,2010
24000,MD,Maryland,Percent of adults with a bachelor's degree or higher,36.34112305,2010
24000,MD,Maryland,Less than high school graduate,382701,2023
24000,MD,Maryland,High school graduate (or equivalency),1014175,2023
24000,MD,Maryland,Some college or associate degree,1049892,2023
24000,MD,Maryland,Bachelor's degree or higher,1826045,2023
24000,MD,Maryland,Percent of adults who are not high school graduates,8.95665221,2023
24000,MD,Maryland,Percent of adults who are high school graduates (or equivalent),23.73553441,2023
24000,MD,Maryland,Percent of adults completing some college or associate degree,24.57144743,2023
24000,MD,Maryland,Percent of adults with a bachelor's degree or higher,42.73636595,2023
25000,MA,Massachusetts,Less than a high school diploma,1305345,1970
25000,MA,Massachusetts,High school diploma only,1096249,1970
25000,MA,Massachusetts,Some college (1-3 years),346399,1970
25000,MA,Massachusetts,Four years of college or higher,394470,1970
25000,MA,Massachusetts,Percent of adults with less than a high school diploma,41.5,1970
25000,MA,Massachusetts,Percent of adults with a high school diploma only,34.9,1970
25000,MA,Massachusetts,Percent of adults completing some college (1-3 years),11,1970
25000,MA,Massachusetts,Percent of adults completing four years of college or higher,12.6,1970
25000,MA,Massachusetts,Less than a high school diploma,963289,1980
25000,MA,Massachusetts,High school diploma only,1260868,1980
25000,MA,Massachusetts,Some college (1-3 years),545469,1980
25000,MA,Massachusetts,Four years of college or higher,693630,1980
25000,MA,Massachusetts,Percent of adults with less than a high school diploma,27.8,1980
25000,MA,Massachusetts,Percent of adults with a high school diploma only,36.4,1980
25000,MA,Massachusetts,Percent of adults completing some college (1-3 years),15.8,1980
25000,MA,Massachusetts,Percent of adults completing four years of college or higher,20,1980
25000,MA,Massachusetts,Less than high school graduate,792657,1990
25000,MA,Massachusetts,High school graduate (or equivalency),1178509,1990
25000,MA,Massachusetts,Some college or associate degree,912058,1990
25000,MA,Massachusetts,Bachelor's degree or higher,1078999,1990
25000,MA,Massachusetts,Percent of adults who are not high school graduates,20,1990
25000,MA,Massachusetts,Percent of adults who are high school graduates (or equivalent),29.7,1990
25000,MA,Massachusetts,Percent of adults completing some college or associate degree,23,1990
25000,MA,Massachusetts,Percent of adults with a bachelor's degree or higher,27.2,1990
25000,MA,Massachusetts,Less than high school graduate,651093,2000
25000,MA,Massachusetts,High school graduate (or equivalency),1165489,2000
25000,MA,Massachusetts,Some college or associate degree,1038398,2000
25000,MA,Massachusetts,Bachelor's degree or higher,1418295,2000
25000,MA,Massachusetts,Percent of adults who are not high school graduates,15.2,2000
25000,MA,Massachusetts,Percent of adults who are high school graduates (or equivalent),27.3,2000
25000,MA,Massachusetts,Percent of adults completing some college or associate degree,24.3,2000
25000,MA,Massachusetts,Percent of adults with a bachelor's degree or higher,33.2,2000
25000,MA,Massachusetts,Less than high school graduate,484887,2010
25000,MA,Massachusetts,High school graduate (or equivalency),1156650,2010
25000,MA,Massachusetts,Some college or associate degree,1083895,2010
25000,MA,Massachusetts,Bachelor's degree or higher,1740466,2010
25000,MA,Massachusetts,Percent of adults who are not high school graduates,10.85754757,2010
25000,MA,Massachusetts,Percent of adults who are high school graduates (or equivalent),25.89960631,2010
25000,MA,Massachusetts,Percent of adults completing some college or associate degree,24.27048267,2010
25000,MA,Massachusetts,Percent of adults with a bachelor's degree or higher,38.97236345,2010
25000,MA,Massachusetts,Less than high school graduate,425209,2023
25000,MA,Massachusetts,High school graduate (or equivalency),1129802,2023
25000,MA,Massachusetts,Some college or associate degree,1084720,2023
25000,MA,Massachusetts,Bachelor's degree or higher,2305899,2023
25000,MA,Massachusetts,Percent of adults who are not high school graduates,8.597671075,2023
25000,MA,Massachusetts,Percent of adults who are high school graduates (or equivalent),22.84445056,2023
25000,MA,Massachusetts,Percent of adults completing some college or associate degree,21.93289834,2023
25000,MA,Massachusetts,Percent of adults with a bachelor's degree or higher,46.62498003,2023
26000,MI,Michigan,Less than a high school diploma,2170415,1970
26000,MI,Michigan,High school diploma only,1546679,1970
26000,MI,Michigan,Some college (1-3 years),444452,1970
26000,MI,Michigan,Four years of college or higher,432915,1970
26000,MI,Michigan,Percent of adults with less than a high school diploma,47.2,1970
26000,MI,Michigan,Percent of adults with a high school diploma only,33.7,1970
26000,MI,Michigan,Percent of adults completing some college (1-3 years),9.7,1970
26000,MI,Michigan,Percent of adults completing four years of college or higher,9.4,1970
26000,MI,Michigan,Less than a high school diploma,1681690,1980
26000,MI,Michigan,High school diploma only,1997940,1980
26000,MI,Michigan,Some college (1-3 years),825223,1980
26000,MI,Michigan,Four years of college or higher,749187,1980
26000,MI,Michigan,Percent of adults with less than a high school diploma,32,1980
26000,MI,Michigan,Percent of adults with a high school diploma only,38,1980
26000,MI,Michigan,Percent of adults completing some college (1-3 years),15.7,1980
26000,MI,Michigan,Percent of adults completing four years of college or higher,14.3,1980
26000,MI,Michigan,Less than high school graduate,1356759,1990
26000,MI,Michigan,High school graduate (or equivalency),1887449,1990
26000,MI,Michigan,Some college or associate degree,1584387,1990
26000,MI,Michigan,Bachelor's degree or higher,1014047,1990
26000,MI,Michigan,Percent of adults who are not high school graduates,23.2,1990
26000,MI,Michigan,Percent of adults who are high school graduates (or equivalent),32.3,1990
